key,kind,baseAttributes,explicit_json,palette_tokens,phase,family,qa,rationale
LINE_NONE_COVERAGE,explicit,,"{""EFFECT_TYPE"": ""3"", ""FONT_TYPE"": ""1"", ""FOREGROUND"": ""f9d878""}",— keep,7.2,Partial,False,Coverage bold
LINE_PARTIAL_COVERAGE,explicit,,"{""FONT_TYPE"": ""1"", ""FOREGROUND"": ""ef9c70""}",— keep,7.2,Partial,False,Coverage bold
REGEXP.CHAR_CLASS,explicit,,"{""EFFECT_TYPE"": ""5"", ""FONT_TYPE"": ""1"", ""FOREGROUND"": ""ed005c""}",— keep,7.2,Partial,False,Char class bold
IMPLICIT_ANONYMOUS_CLASS_PARAMETER_ATTRIBUTES,explicit,,"{""EFFECT_COLOR"": ""8f8e8d"", ""EFFECT_TYPE"": ""1"", ""FOREGROUND"": ""9380ff""}",light3,7.2,Partial,False,Underline implicit param
Scala Immutable Collection,explicit,,"{""EFFECT_TYPE"": ""5"", ""FOREGROUND"": ""b7c3""}",,7.2,Partial,False,Dotted underline
Scala Mutable Collection,explicit,,"{""EFFECT_TYPE"": ""5"", ""FOREGROUND"": ""78dce8""}",,7.2,Partial,False,Dotted underline
ScrollBar.thumbColor,theme_json,,"{""ui.ScrollBar.thumbColor"": ""dark8""}",dark8,8.1,theme_json,True,UI thumb dark8 to pair with hoverThumbColor dark10
ScrollBar_Mac_ALIGN,process,,{},,8.1,theme_json,False,Align Mac scheme thumbs with theme_json ScrollBar tokens (dark8/dark10)
samples/php/Showcase.php,process,,{},,8.2,samples,False,Sample file authoring — no color
samples/html/Showcase.html,process,,{},,8.2,samples,False,Sample file authoring — no color
samples/typescript/Showcase.ts,process,,{},,8.2,samples,False,Sample file authoring — no color
samples/rust/Showcase.rs,process,,{},,8.2,samples,False,Sample file authoring — no color
samples/csharp/Showcase.cs,process,,{},,8.2,samples,False,Sample file authoring — no color
samples/optional_go_python_ruby,process,,{},,8.2,samples,False,Sample file authoring — no color
screenshot_docs,process,,{},,8.3,screenshots,False,Document capture steps
screenshot_produce,process,,{},,8.3,screenshots,False,Produce 5 language screenshots
verify_scheme_loads,process,,{},,verify,verify,False,Verification step — not a scheme key
verify_defaults_panel,process,,{},,verify,verify,False,Verification step — not a scheme key
verify_showcases,process,,{},,verify,verify,False,Verification step — not a scheme key
verify_vcs,process,,{},,verify,verify,False,Verification step — not a scheme key
verify_search_caret,process,,{},,verify,verify,False,Verification step — not a scheme key
verify_next_edit,process,,{},,verify,verify,False,Verification step — not a scheme key
verify_scrollbar,process,,{},,verify,verify,False,Verification step — not a scheme key
verify_quickdoc,process,,{},,verify,verify,False,Verification step — not a scheme key
